TB_setaria_12_0579	0.861566  0.096373  0.000001  0.042059
TB_setaria_12_0580	0.607606  0.000001  0.000001  0.392392
TB_setaria_12_0581	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0582	0.359389  0.115718  0.000001  0.524892
TB_setaria_12_0586	0.852976  0.147021  0.000001  0.000001
TB_setaria_12_0590	0.955084  0.044913  0.000001  0.000001
TB_setaria_12_0591	0.531058  0.212319  0.000001  0.256621
TB_setaria_12_0593	0.720277  0.026168  0.023775  0.229780
TB_setaria_12_0594	0.558305  0.000001  0.000001  0.441692
TB_setaria_12_0597	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0598	0.000001  0.631265  0.000001  0.368732
TB_setaria_12_0605	0.208665  0.000001  0.227033  0.564300
TB_setaria_12_0606	0.398171  0.242134  0.000001  0.359694
TB_setaria_12_0610	0.000001  0.229634  0.000001  0.770363
TB_setaria_12_0611	0.670741  0.000001  0.000001  0.329257
TB_setaria_12_0612	0.484524  0.275089  0.240385  0.000001
TB_setaria_12_0614	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0624	0.001184  0.998813  0.000001  0.000001
TB_setaria_12_0627	0.000001  0.946498  0.053499  0.000001
TB_setaria_12_0405	0.577380  0.000001  0.422617  0.000001
TB_setaria_12_0437	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0439	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0440	0.122375  0.000001  0.323564  0.554060
TB_setaria_12_0441	0.106328  0.000208  0.000001  0.893463
TB_setaria_12_0444	0.686012  0.000001  0.000001  0.313985
TB_setaria_12_0445	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0446	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0447	0.177790  0.000001  0.000001  0.822207
TB_setaria_12_0449	0.438880  0.000001  0.000001  0.561117
TB_setaria_12_0450	0.250900  0.000001  0.256915  0.492183
TB_setaria_12_0452	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0453	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0454	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0455	0.694131  0.047289  0.000001  0.258578
TB_setaria_12_0456	0.561993  0.106614  0.000001  0.331392
TB_setaria_12_0457	0.304368  0.000001  0.695629  0.000001
TB_setaria_12_0458	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0460	0.652783  0.075265  0.162067  0.109885
TB_setaria_12_0462	0.000001  0.269797  0.000001  0.730201
TB_setaria_12_0468	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0471	0.000001  0.201778  0.798219  0.000001
TB_setaria_12_0507	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0527	0.422887  0.577110  0.000001  0.000001
TB_setaria_12_0628	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0532	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0533	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0534	0.621622  0.337503  0.000001  0.040874
TB_setaria_12_0064	0.000001  0.000001  0.999996  0.000001
TB_setaria_12_0147	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0006	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0039	0.000001  0.138442  0.861555  0.000001
TB_setaria_12_0044	0.000001  0.023593  0.976404  0.000001
TB_setaria_12_0126	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0136	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0153	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0156	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0157	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0161	0.000001  0.197050  0.000001  0.802947
TB_setaria_12_0169	0.332732  0.153779  0.389068  0.124420
TB_setaria_12_0053	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0257	0.000001  0.596966  0.000001  0.403031
TB_setaria_12_0148	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0023	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0042	0.000001  0.034045  0.965952  0.000001
TB_setaria_12_0048	0.983660  0.016337  0.000001  0.000001
TB_setaria_12_0052	0.000001  0.172184  0.000001  0.827813
TB_setaria_12_0095	0.195520  0.804477  0.000001  0.000001
TB_setaria_12_0155	0.000001  0.000001  0.051094  0.948903
TB_setaria_12_0255	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0265	0.667001  0.171236  0.161741  0.000021
TB_setaria_12_0251	0.000001  0.000001  0.896744  0.103253
TB_setaria_12_0259	0.071453  0.586546  0.000001  0.341999
TB_setaria_12_0131	0.000001  0.000001  0.064894  0.935103
TB_setaria_12_0252	0.000001  0.000001  0.899340  0.100657
TB_setaria_12_0130	0.000001  0.000001  0.241022  0.758975
TB_setaria_12_0139	0.000001  0.000001  0.012834  0.987164
TB_setaria_12_0065	0.000001  0.694040  0.180482  0.125476
TB_setaria_12_0212	0.000001  0.000001  0.164339  0.835658
TB_setaria_12_0204	0.000001  0.000001  0.110474  0.889523
TB_setaria_12_0245	0.023071  0.738263  0.073093  0.165573
TB_setaria_12_0195	0.270509  0.327467  0.380059  0.021966
TB_setaria_12_0127	0.442468  0.125596  0.000001  0.431934
TB_setaria_12_0274	0.890615  0.005314  0.104070  0.000001
TB_setaria_12_0275	0.782838  0.000001  0.000001  0.217159
TB_setaria_12_0278	0.621012  0.000001  0.141654  0.237332
TB_setaria_12_0279	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0281	0.788785  0.025324  0.072632  0.113260
TB_setaria_12_0282	0.554761  0.019886  0.197695  0.227659
TB_setaria_12_0283	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0285	0.851909  0.000001  0.148088  0.000001
TB_setaria_12_0286	0.852751  0.000001  0.000001  0.147246
TB_setaria_12_0289	0.047302  0.000001  0.952695  0.000001
TB_setaria_12_0263	0.293784  0.706213  0.000001  0.000001
TB_setaria_12_0302	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0303	0.949978  0.050019  0.000001  0.000001
TB_setaria_12_0322	0.853101  0.146896  0.000001  0.000001
TB_setaria_12_0332	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0391	0.214701  0.785297  0.000001  0.000001
TB_setaria_12_0392	0.000001  0.702259  0.297738  0.000001
TB_setaria_12_0395	0.214438  0.785559  0.000001  0.000001
TB_setaria_12_0398	0.576496  0.423501  0.000001  0.000001
TB_setaria_12_0400	0.000001  0.790887  0.000001  0.209110
TB_setaria_12_0404	0.304804  0.119012  0.502107  0.074076
TB_setaria_12_0438	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0451	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0487	0.201951  0.313125  0.049001  0.435923
TB_setaria_12_0488	0.000001  0.201532  0.000001  0.798465
TB_setaria_12_0489	0.364530  0.135666  0.000001  0.499803
TB_setaria_12_0490	0.497113  0.036797  0.466088  0.000001
TB_setaria_12_0491	0.970142  0.000001  0.029855  0.000001
TB_setaria_12_0492	0.341491  0.331246  0.000001  0.327262
TB_setaria_12_0494	0.513449  0.134274  0.000001  0.352275
TB_setaria_12_0495	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0496	0.000001  0.246849  0.000001  0.753148
TB_setaria_12_0497	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0498	0.902997  0.095942  0.001059  0.000001
TB_setaria_12_0472	0.568196  0.431801  0.000001  0.000001
TB_setaria_12_0475	0.034594  0.741579  0.000001  0.223826
TB_setaria_12_0477	0.182354  0.621646  0.126632  0.069368
TB_setaria_12_0476	0.000001  0.419024  0.580973  0.000001
TB_setaria_12_0478	0.000001  0.963062  0.001864  0.035072
TB_setaria_12_0480	0.530424  0.444157  0.000001  0.025417
TB_setaria_12_0482	0.202851  0.723631  0.000001  0.073516
TB_setaria_12_0485	0.055364  0.233402  0.320578  0.390656
TB_setaria_12_0465	0.000001  0.000001  0.999996  0.000001
TB_setaria_12_0469	0.000001  0.960309  0.000001  0.039688
TB_setaria_12_0522	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0522a	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0524	0.000001  0.227414  0.631920  0.140664
TB_setaria_12_0526	0.000001  0.495618  0.504379  0.000001
TB_setaria_12_0528	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0512	0.238866  0.761131  0.000001  0.000001
TB_setaria_12_0511	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0513	0.000001  0.911370  0.000001  0.088627
TB_setaria_12_0514	0.000001  0.000001  0.999996  0.000001
TB_setaria_12_0518	0.000001  0.999931  0.000001  0.000066
TB_setaria_12_0503	0.000001  0.655880  0.174331  0.169787
TB_setaria_12_0504	0.000001  0.858844  0.000001  0.141153
TB_setaria_12_0506	0.189685  0.781519  0.000001  0.028795
TB_setaria_12_0508	0.000001  0.859007  0.000001  0.140990
TB_setaria_12_0509	0.000397  0.732861  0.000001  0.266741
TB_setaria_12_0510	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0499	0.957183  0.042814  0.000001  0.000001
TB_setaria_12_0500	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0501	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0467	0.000001  0.000001  0.999996  0.000001
TB_setaria_12_0123	0.305723  0.110220  0.584056  0.000001
TB_setaria_12_0124	0.424213  0.058646  0.000001  0.517140
TB_setaria_12_0125	0.000001  0.220893  0.000001  0.779105
TB_setaria_12_0128	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0132	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0133	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0134	0.000001  0.018777  0.080118  0.901104
TB_setaria_12_0137	0.000001  0.000001  0.033290  0.966707
TB_setaria_12_0146	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0154	0.000001  0.000001  0.019350  0.980647
TB_setaria_12_0159	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0163	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0165	0.245129  0.000001  0.466306  0.288563
TB_setaria_12_0167	0.443516  0.119752  0.000001  0.436730
TB_setaria_12_0191	0.000001  0.000001  0.999996  0.000001
TB_setaria_12_0192	0.063690  0.514326  0.421983  0.000001
TB_setaria_12_0201	0.000001  0.000001  0.999996  0.000001
TB_setaria_12_0205	0.000001  0.000001  0.007772  0.992225
TB_setaria_12_0206	0.000001  0.000001  0.063880  0.936117
TB_setaria_12_0292	0.768337  0.000001  0.231660  0.000001
TB_setaria_12_0294	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0296	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0297	0.000001  0.448078  0.000001  0.551919
TB_setaria_12_0298	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0299	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0301	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0304	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0305	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0307	0.596932  0.000001  0.000001  0.403065
TB_setaria_12_0308	0.858380  0.000001  0.000001  0.141617
TB_setaria_12_0309	0.622297  0.052656  0.000001  0.325045
TB_setaria_12_0310	0.484287  0.001584  0.000001  0.514128
TB_setaria_12_0311	0.408707  0.180836  0.000001  0.410456
TB_setaria_12_0312	0.912383  0.031571  0.000001  0.056044
TB_setaria_12_0313	0.911855  0.006742  0.000001  0.081401
TB_setaria_12_0314	0.298488  0.000001  0.000001  0.701509
TB_setaria_12_0315	0.335348  0.000001  0.168207  0.496444
TB_setaria_12_0316	0.671616  0.228438  0.044886  0.055060
TB_setaria_12_0317	0.404780  0.034182  0.000001  0.561036
TB_setaria_12_0318	0.949499  0.000001  0.000001  0.050498
TB_setaria_12_0319	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0321	0.853104  0.146893  0.000001  0.000001
TB_setaria_12_0323	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0324	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0325	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0326	0.870144  0.129853  0.000001  0.000001
TB_setaria_12_0327	0.959291  0.040706  0.000001  0.000001
TB_setaria_12_0328	0.863714  0.136283  0.000001  0.000001
TB_setaria_12_0329	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0330	0.971391  0.000001  0.000001  0.028606
TB_setaria_12_0333	0.800462  0.000001  0.000001  0.199535
TB_setaria_12_0334	0.810718  0.000001  0.000001  0.189279
TB_setaria_12_0335	0.000001  0.222203  0.000001  0.777794
TB_setaria_12_0336	0.867106  0.049389  0.000001  0.083504
TB_setaria_12_0337	0.924835  0.029438  0.000001  0.045726
TB_setaria_12_0338	0.507023  0.000001  0.000001  0.492974
TB_setaria_12_0339	0.139429  0.000001  0.318546  0.542024
TB_setaria_12_0340	0.986528  0.000001  0.000001  0.013469
TB_setaria_12_0341	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0342	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0343	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0344	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0345	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0346	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0347	0.765447  0.000001  0.069128  0.165423
TB_setaria_12_0348	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0349	0.625006  0.000001  0.359188  0.015805
TB_setaria_12_0350	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0351	0.853006  0.146991  0.000001  0.000001
TB_setaria_12_0352	0.931600  0.000001  0.000001  0.068397
TB_setaria_12_0353	0.685275  0.000001  0.089319  0.225405
TB_setaria_12_0354	0.871483  0.128514  0.000001  0.000001
TB_setaria_12_0355	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0356	0.912871  0.000001  0.056034  0.031094
TB_setaria_12_0357	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0358	0.000001  0.263132  0.000001  0.736865
TB_setaria_12_0359	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0360	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0361	0.972364  0.027633  0.000001  0.000001
TB_setaria_12_0362	0.215957  0.054836  0.000001  0.729205
TB_setaria_12_0363	0.678399  0.000001  0.089189  0.232411
TB_setaria_12_0364	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0365	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0366	0.813077  0.000001  0.041590  0.145332
TB_setaria_12_0367	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0368	0.000001  0.387243  0.000001  0.612754
TB_setaria_12_0376	0.000001  0.999996  0.000001  0.000001
TB_setaria_12_0381	0.000001  0.208226  0.000001  0.791771
TB_setaria_12_0382	0.025983  0.475166  0.000001  0.498849
TB_setaria_12_0384	0.807005  0.000525  0.087187  0.105283
TB_setaria_12_0272	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0273	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0276	0.024053  0.000001  0.975944  0.000001
TB_setaria_12_0277	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0284	0.798065  0.000001  0.000001  0.201932
TB_setaria_12_0287	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0288	0.999996  0.000001  0.000001  0.000001
TB_setaria_12_0293	0.946201  0.047686  0.000001  0.006111
TB_setaria_12_0295	0.971795  0.028202  0.000001  0.000001
TB_setaria_12_0300	0.971679  0.028318  0.000001  0.000001
TB_setaria_12_0210	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0211	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0223	0.914220  0.049670  0.000001  0.036109
TB_setaria_12_0226	0.000001  0.000001  0.000198  0.999800
TB_setaria_12_0227	0.914556  0.049354  0.000001  0.036089
TB_setaria_12_0228	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0229	0.000001  0.000001  0.000001  0.999996
TB_setaria_12_0238	0.000001  0.000001  0.061632  0.938365
TB_setaria_12_0239	0.000001  0.000001  0.003856  0.996141
TB_setaria_12_0264	0.019213  0.070563  0.233872  0.676352
TB_setaria_12_0386	0.093993  0.169104  0.736902  0.000001
IB_1	0.000001  0.999996  0.000001  0.000001
MF_194	0.000001  0.999996  0.000001  0.000001
MF_195	0.000001  0.957318  0.000001  0.042679
MF_196	0.000001  0.775711  0.224286  0.000001
MF_197	0.072459  0.671194  0.234005  0.022342
MF_199	0.029793  0.970204  0.000001  0.000001
MF_202	0.000001  0.999996  0.000001  0.000001
MF_204	0.000001  0.985700  0.000001  0.014297
MF_205	0.000001  0.000001  0.871090  0.128907
MF_206	0.000001  0.801582  0.198415  0.000001
MF_208	0.442458  0.557539  0.000001  0.000001
NL_1	0.000001  0.999996  0.000001  0.000001
PH_001	0.000001  0.455597  0.544400  0.000001
