"x"
"1",0.259289837454549
"2",0.0600660648055963
"3",0.037943067640127
"4",0.026937083786699
"5",0.0241093490242736
"6",0.0167796462282182
"7",0.0148852831417597
"8",0.0140920898687652
"9",0.0126884062725311
"10",0.0124671960690061
"11",0.011300980961783
"12",0.00984069380213637
"13",0.00964063942271657
"14",0.0088604533588415
"15",0.00861342845360104
"16",0.00784217578044176
"17",0.00768737510372936
"18",0.00741425824657704
"19",0.00707285044313561
"20",0.00676340659935776
"21",0.0065165837763813
"22",0.00630177555799934
"23",0.00608188065435239
"24",0.00582949878122964
"25",0.00559962294427647
"26",0.00541925878417373
"27",0.00516424323546401
"28",0.00508920247342797
"29",0.0048943864506223
"30",0.0047834496088986
"31",0.0045359087418468
"32",0.00442451502387345
"33",0.00421792316837
"34",0.00418636477059896
"35",0.00408898174636632
"36",0.00400906015906512
"37",0.00386044774556208
"38",0.00378320504016008
"39",0.00372646271643343
"40",0.00359133804463609
"41",0.00355753819834126
"42",0.00342213361421284
"43",0.00337395232138026
"44",0.00330774920478032
"45",0.00325706019644808
"46",0.00320911730799455
"47",0.0031274804354879
"48",0.00307925274685094
"49",0.00297876730185812
"50",0.00295828873879458
