"","gwas_label","height_dap22_cm","SV_area_dap22_cm2"
"187","TB_setaria_16_0704",20.3229257611586,102.358093364825
"188","TB_setaria_16_0705",18.9550365272344,94.6471679303882
"189","TB_setaria_16_0706",18.5251284822868,115.983097246903
"190","TB_setaria_16_0707",16.7585972430477,106.323712159678
"191","TB_setaria_16_0708",17.3292024663417,105.143383865451
"192","TB_setaria_16_0709",22.4646494759884,93.0756671131625
"193","TB_setaria_16_0710",15.5235886775619,94.1911454584589
"194","TB_setaria_16_0712",10.9587468912094,71.5596977557822
"195","TB_setaria_16_0713",20.6512191773004,143.138347094813
"196","TB_setaria_16_0714",17.4777161545964,60.4522932609386
"197","TB_setaria_16_0716",23.6840250216579,105.132131362897
"198","TB_setaria_16_0717",20.573054078219,75.7533277866
"199","TB_setaria_16_0718",16.836762342129,121.458328094935
"200","TB_setaria_16_0719",20.6512191773003,107.857309810406
"201","TB_setaria_16_0722",15.5157721676538,68.7450915248174
"202","TB_setaria_16_0723",5.12763049973847,19.3750326872197
"203","TB_setaria_16_0724",13.1395531555798,62.865066703327
"204","TB_setaria_16_0725",9.16876612224577,49.6830560796945
"205","TB_setaria_16_0726",22.9883556398336,77.5507670103723
"206","TB_setaria_16_0727",12.4126177341229,94.3889526086207
"207","TB_setaria_16_0728",23.2306674469859,135.470062722687
"208","TB_setaria_16_0730",24.4187769530228,144.532472937567
"209","TB_setaria_16_0731",12.975406447509,66.8836907075797
"210","TB_setaria_16_0732",17.3839180356987,115.060392037467
"211","TB_setaria_16_0733",19.9321002657517,130.55745700236
"212","TB_setaria_16_0734",15.4454235784805,88.51573851236
"213","TB_setaria_16_0735",15.8518820937037,78.611759553828
"214","TB_setaria_16_0736",20.0180818747412,91.966111137631
"215","TB_setaria_16_0737",30.773599508339,134.879306338597
"216","TB_setaria_16_0738",17.4308170951475,84.811296224157
"217","TB_setaria_16_0740",17.0399915997407,82.9368661934356
"218","TB_setaria_16_0741",16.0472948414072,74.2191378988958
"219","TB_setaria_16_0744",16.3521387278246,75.6748563872096
"220","TB_setaria_16_0745",24.5047585620123,123.895087134872
"221","TB_setaria_16_0746",23.6371259622091,120.536215122475
"222","TB_setaria_16_0747",19.8070361072214,87.7967628228512
"223","TB_setaria_16_0748",22.5115485354372,75.6926234965055
"224","TB_setaria_16_0749",22.2067046490198,89.2853504633622
"225","TB_setaria_16_0751",14.7732037263807,45.6499222695167
"226","TB_setaria_16_0754",16.320872688192,86.5122008207549
"227","TB_setaria_16_0755",16.8211293223128,63.9450108300317
"228","TB_setaria_16_0756",22.8711079912116,85.2498477052785
"229","TB_setaria_16_0758",22.2536037084686,82.8231566939417
"230","TB_setaria_16_0759",17.4151840753313,83.5175545489247
"231","TB_setaria_16_0760",16.2583406089269,82.7118161423538
"232","TB_setaria_16_0761",23.1525023479046,125.171061700808
"233","TB_setaria_16_0762",23.2619334866184,110.712188155774
"234","TB_setaria_16_0763",21.1827418510537,90.8302006166441
"235","TB_setaria_16_0764",19.9633663053842,82.5018681341735
"236","TB_setaria_16_0765",15.2812768704096,58.8135735468767
"237","TB_setaria_16_0767",19.6038068496099,98.9947795751038
"238","TB_setaria_16_0768",10.9196643416687,63.6204649668926
"239","TB_setaria_16_0769",17.1337897186383,119.742617573923
"240","TB_setaria_16_0770",13.0613880564984,65.1573199209911
"241","TB_setaria_16_0771",17.3839180356987,102.23934985103
"242","TB_setaria_16_0772",18.8377888786124,70.9129749774101
"243","TB_setaria_16_0773",17.4777161545964,88.2992758974379
"244","TB_setaria_16_0774",14.9295339245434,45.8355885616593
"245","TB_setaria_16_0775",17.8294591004626,118.271204805731
"246","TB_setaria_16_0776",21.3078060095839,81.5131285018546
"247","TB_setaria_16_0777",20.6355861574841,118.499512160184
"248","TB_setaria_16_0779",19.6194398694262,75.6209628223452
"249","TB_setaria_16_0780",22.33176880755,142.795441885401
"250","TB_setaria_16_0781",17.6340463527592,111.813748932123
"251","TB_setaria_16_0782",21.8080626437048,144.446006338994
"252","TB_setaria_16_0783",17.5246152140452,93.1357791662799
"253","TB_setaria_16_0784",21.3859711086653,105.119102149414
"254","TB_setaria_16_0785",26.294739330976,123.508948626173
"255","TB_setaria_16_0786",17.1337897186383,113.971564356114
"256","TB_setaria_16_0787",14.7106716471156,59.9417849871687
"257","TB_setaria_16_0789",23.4573462343219,85.4088633334771
"258","TB_setaria_16_0791",17.6340463527591,111.230987747216
"259","TB_setaria_16_0792",24.0435844774323,126.754111139076
"260","TB_setaria_16_0793",13.2177182546612,121.303754244059
"261","TB_setaria_16_0794",16.8523953619453,74.391182740578
"262","TB_setaria_16_0795",21.6048333860932,98.0548994933488
"263","TB_setaria_16_0796",23.6605754919335,133.897081313019
"264","TB_setaria_16_0797",20.6277696475759,81.389943210736
"265","TB_setaria_16_0798",19.9086507360273,118.572949545274
"266","TB_setaria_16_0799",12.4438837737556,56.2631050074449
"267","TB_setaria_16_0801",15.3125429100422,113.270355775901
"268","TB_setaria_16_0802",12.0843243179812,69.6834910141311
"269","TB_setaria_16_0803",9.34072934022481,36.5164436174518
"270","TB_setaria_16_0805",18.650192640817,87.0150100138299
"271","TB_setaria_16_0806",25.4818223005296,117.468723702532
"272","TB_setaria_16_0807",14.4918093696877,58.7676751811955
"273","TB_setaria_16_0808",19.8070361072215,83.6706478073579
"274","TB_setaria_16_0809",25.2160609636529,62.7430658861615
"275","TB_setaria_16_0811",7.84777594777047,42.8584132806367
"276","TB_setaria_16_0812",13.9759197157506,138.8789787596
