"genotype","tv.hue_circular_mean","totalSV.nir_median","WUE.resid","avg.sv.height","avg.sv.area","area.over.water","water.amount.plus.cum","trt.day"
NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB_setaria_12_0494",0.0422709011258548,-0.347294398576695,-0.892195842579676,-0.514790530526578,-0.473025771063299,-0.301397659570122,-0.0393497962080917,"dry.10"
"TB_setaria_12_0124",0.0478683543954906,-0.37514137098498,0.152933579868501,0.0447220304146566,0.066958579347498,0.16869262287494,-0.0470045043124131,"dry.10"
"TB_setaria_12_0195",-0.0678245195043333,-0.766779520517886,-0.436184585631066,-0.6867941105475,-0.309283720721527,-0.111663398485222,-0.0556600256624909,"dry.10"
"TB_setaria_12_0339",3.1804006412367e-05,-0.223423057343045,0.147530572166388,0.251739093021098,0.0379016215182723,0.228501498457312,-0.0572777826740154,"dry.10"
"A10.1",0.118070153646684,-0.541771559578437,-0.348999908812903,-0.380485970021723,-0.397121800675246,-0.179942151073879,-0.0609554644638959,"dry.10"
"TB_setaria_12_0135",-0.0271736671200793,0.0334387617995138,0.736583515474696,0.756624821752849,0.70616544396483,1.00338982796496,-0.0508172375913424,"dry.10"
"TB_setaria_12_0346",0.408478304104179,0.48656141290488,0.686594595322454,0.752162637440235,0.718428644510099,0.917214500444367,-0.0378961351862737,"dry.10"
"TB_setaria_12_0212",0.301414296603266,0.310383493314726,0.460831398281056,0.566028694489514,0.340732632971224,0.541667479741323,-0.0413956004209798,"dry.10"
"TB_setaria_12_0429",0.17438576962886,-0.421875889980907,-0.176670298110279,-0.275507720626646,-0.206468918784918,-0.0154814727841406,-0.0537666303671614,"dry.10"
"TB_setaria_12_0156",0.184239472105466,0.585622583609529,0.347337871377974,0.999435306827949,0.546313304606459,0.832145571385251,-0.0387036979667291,"dry.10"
"TB_setaria_12_0343",0.0816154063062307,0.406593661248997,0.471085947136754,0.876220426190407,0.54821633290142,0.717110400339422,-0.0453815940592736,"dry.10"
"TB_setaria_12_0134",0.0102245738694254,0.351787258034075,0.46621190387366,0.651910807300733,0.578134808646085,0.519019480359521,-0.0329392821185368,"dry.10"
"TB_setaria_12_0154",0.0481840523908341,0.402399542003105,0.816873588944785,0.700205637915327,0.933516037449132,1.26570578892973,-0.0495033940159935,"dry.10"
"TB_setaria_12_0146",-0.133035854384627,-0.409828438755009,0.336985540413117,-0.103880982418846,0.406442112586029,0.646062994159359,-0.0578084977947161,"dry.10"
"TB_setaria_12_0265",0.122637066665522,-1.07211400243658,-0.19024910103417,-0.643861225898893,-0.0345033922492968,-0.0434803420491394,-0.0391604380889052,"dry.10"
"TB_setaria_12_0496",0.418582894322639,0.0347126295394146,0.612525715590371,0.479423306357487,0.636484773673297,0.762253099816264,-0.0427415485881745,"dry.10"
"TB_setaria_12_0129",0.0662325802990456,0.132379718493526,0.64077497109769,0.625793039678749,0.786558970606078,1.00817385899569,-0.0418652823614928,"dry.10"
"TB_setaria_12_0436",0.0350626598030039,-0.156430752154804,-0.16595783515844,0.113872511493468,0.0869424520457181,0.171374060284554,-0.0464635342280333,"dry.10"
"TB_setaria_12_0314",-0.00367333627772646,0.140036988549463,0.772278683544253,0.707434468852756,0.977318177267995,1.20839011175311,-0.0375375278357656,"dry.10"
"TB_setaria_12_0256",0.0281443010477403,0.0805316361789466,0.379273023760864,0.302000812512789,0.528320566384608,0.491243582341284,-0.0372670427935757,"dry.10"
"TB_setaria_12_0046",0.323322002291898,-0.0678640805254682,0.52471381727133,0.495749045847359,0.558256591845334,1.02102329003354,-0.0411264046676795,"dry.10"
"TB_setaria_12_0258",0.187693582206372,-0.283559416086657,0.145968706114056,-0.11616107461162,0.144381069031357,0.285303304710565,-0.0507912949030722,"dry.10"
"TB_setaria_12_0226",0.131279449833957,0.611212292480351,0.775609917313471,1.08761703936099,0.78959083020976,0.997437079348895,-0.0419339796878577,"dry.10"
"TB_setaria_12_0269",-0.256045119936146,0.346200855199133,0.476862425765304,0.851036478164173,0.600855446151447,0.82375976363437,-0.0461930430365316,"dry.10"
"TB_setaria_12_0425",0.00756389364235441,-0.128272113250193,0.0939777351458255,0.257664349911528,-0.0346315474767277,0.138452317617308,-0.0521437201140218,"dry.10"
"TB_setaria_12_0159",0.021347306516072,0.259733770135798,0.669855708087185,0.842763978885529,0.689035022857152,0.958616884944728,-0.0422677911126627,"dry.10"
"TB_setaria_12_0104",-0.0492801737976083,-0.714053008209067,-0.293200597675269,-0.586755438266504,-0.234133086734652,-0.116830740592646,-0.0480864444811729,"dry.10"
"TB_setaria_12_0101",0.192959315434256,-0.544746973658653,-0.0774687992173087,0.0295202056782765,0.0239375791184192,-0.0114000067364739,-0.0361851026248159,"dry.10"
"TB_setaria_12_0206",0.0110480336164096,0.514222666993946,0.239929288937852,-0.227915281723819,0.266298897502108,0.455035913907282,-0.0545858924594875,"dry.10"
"TB_setaria_12_0524",0.224242931946913,-0.380185007889026,-0.446110412596058,-0.514168747505983,-0.356070476390196,-0.165307659750296,-0.0502503248186923,"dry.10"
"TB_setaria_12_0335",0.242046110296019,0.123779273439408,0.308523332944587,0.377630055385665,0.17619673934162,0.42985088391306,-0.055389540620301,"dry.10"
"TB_setaria_12_0364",0.114014721479022,-0.209087721313371,-0.241822880194565,-0.466950514387358,-0.477974265439796,-0.24264957449589,-0.0464635342280333,"dry.10"
